Actual Result,Predicted Result,Correct Prediction,Low Risk Probability,High Risk Probability
1,0,False,0.746829239388063,0.25317076061193705
0,0,True,0.5686867965367963,0.4313132034632037
0,1,False,0.47148888888888885,0.5285111111111114
0,1,False,0.4505992202242203,0.5494007797757797
0,1,False,0.2339833333333333,0.7660166666666668
1,1,True,0.49416678876678855,0.5058332112332115
1,0,False,0.7106920634920639,0.2893079365079366
0,0,True,0.6745642857142855,0.32543571428571416
1,0,False,0.5037522366522366,0.49624776334776344
0,1,False,0.49307588288904064,0.5069241171109594
1,1,True,0.45338160173160197,0.5466183982683983
1,0,False,0.5086432178932176,0.4913567821067824
1,1,True,0.4182523809523812,0.581747619047619
0,0,True,0.5086110500610502,0.4913889499389498
0,0,True,0.5459289377289376,0.45407106227106236
0,1,False,0.4466666666666667,0.5533333333333328
1,0,False,0.5463920634920635,0.4536079365079363
0,1,False,0.3589690476190477,0.6410309523809523
1,1,True,0.3988303751803752,0.601169624819625
1,0,False,0.5215904761904765,0.47840952380952373
1,1,True,0.4611131992190814,0.5388868007809182
1,1,True,0.4986190476190477,0.5013809523809523
0,1,False,0.28295071595071586,0.7170492840492844
0,0,True,0.5069198412698414,0.49308015873015865
1,1,True,0.4971626928626928,0.5028373071373071
1,1,True,0.44866349206349215,0.5513365079365078
1,1,True,0.46936055088702144,0.5306394491129784
1,0,False,0.522154761904762,0.4778452380952381
1,0,False,0.5254760683760682,0.4745239316239317
1,1,True,0.3827980852480851,0.6172019147519148
1,0,False,0.5534083333333332,0.44659166666666666
1,0,False,0.5846906204906201,0.4153093795093796
1,1,True,0.4414833333333332,0.5585166666666669
0,1,False,0.4918301587301588,0.5081698412698413
1,1,True,0.378960694860695,0.6210393051393055
0,1,False,0.41510533910533903,0.5848946608946606
0,0,True,0.6465879509379509,0.353412049062049
0,1,False,0.401886507936508,0.5981134920634923
0,1,False,0.380152331002331,0.619847668997669
0,0,True,0.5721475579975581,0.4278524420024419
0,0,True,0.6935047788812494,0.3064952211187505
0,1,False,0.2951166666666667,0.7048833333333333
0,0,True,0.6702669191919192,0.32973308080808095
0,1,False,0.4534600677100677,0.5465399322899323
1,1,True,0.49053571428571446,0.5094642857142856
0,0,True,0.6078744588744587,0.3921255411255412
0,0,True,0.5711896825396825,0.4288103174603175
0,1,False,0.49816324786324795,0.501836752136752
1,1,True,0.2851967532467533,0.7148032467532469
0,1,False,0.4740249639249641,0.5259750360750362
1,0,False,0.5074856421356422,0.49251435786435777
1,0,False,0.7695309523809525,0.2304690476190476
1,0,False,0.6272777167277169,0.37272228327228335
1,1,True,0.46483412698412696,0.5351658730158732
1,0,False,0.5911477443609022,0.4088522556390977
0,1,False,0.48938511488511494,0.5106148851148851
0,1,False,0.3380155122655124,0.6619844877344883
0,1,False,0.4258854978354978,0.5741145021645022
0,1,False,0.44137514430014435,0.5586248556998559
0,0,True,0.5442801587301588,0.45571984126984133
0,1,False,0.3774365079365078,0.6225634920634916
1,0,False,0.6340061157796453,0.365993884220355
1,1,True,0.3682187590187589,0.6317812409812408
1,1,True,0.4021515873015873,0.5978484126984126
0,1,False,0.39781406926406926,0.6021859307359309
1,1,True,0.48946753246753244,0.5105324675324676
1,1,True,0.44924047619047625,0.5507595238095239
1,1,True,0.4557706349206349,0.5442293650793651
1,0,False,0.550311471861472,0.449688528138528
0,1,False,0.45722167598483365,0.542778324015166
0,0,True,0.5785055555555554,0.4214944444444444
0,0,True,0.5069047619047617,0.4930952380952382
1,0,False,0.5296452380952381,0.4703547619047618
0,1,False,0.48827294372294366,0.5117270562770563
1,1,True,0.3720202020202019,0.627979797979798
1,1,True,0.423259523809524,0.576740476190476
0,0,True,0.5256397435897439,0.47436025641025614
1,0,False,0.6838119047619048,0.31618809523809527
0,1,False,0.45689033189033185,0.5431096681096683
0,1,False,0.37948084138084115,0.6205191586191586
0,0,True,0.5258221500721502,0.47417784992785006
0,1,False,0.3317380230880229,0.6682619769119766
1,0,False,0.5897065656565658,0.41029343434343446
0,0,True,0.6693722222222223,0.33062777777777774
0,1,False,0.37976477411477433,0.6202352258852258
1,1,True,0.33073250997368653,0.6692674900263139
0,1,False,0.34699841269841253,0.653001587301587
1,1,True,0.4885055555555556,0.5114944444444445
1,0,False,0.5660904761904765,0.43390952380952375
0,1,False,0.4456788600288599,0.5543211399711402
0,0,True,0.564942624042624,0.435057375957376
0,1,False,0.4850055555555556,0.5149944444444445
1,1,True,0.49326406926406935,0.5067359307359307
0,0,True,0.5412441225441226,0.4587558774558774
0,1,False,0.4778798035298034,0.5221201964701967
0,0,True,0.6116444444444445,0.3883555555555556
0,1,False,0.4495693473193474,0.5504306526806525
1,1,True,0.43572734487734505,0.5642726551226551
0,0,True,0.536320634920635,0.463679365079365
0,0,True,0.5796809523809522,0.4203190476190476
1,0,False,0.6376865721997301,0.3623134278002699
0,1,False,0.45438095238095283,0.5456190476190474
1,1,True,0.4596595238095238,0.540340476190476
1,0,False,0.5382386724386724,0.4617613275613275
0,1,False,0.43598614522732154,0.5640138547726786
0,1,False,0.4447261904761907,0.5552738095238097
1,1,True,0.4836928571428569,0.5163071428571431
0,0,True,0.6231166666666664,0.37688333333333346
1,1,True,0.41466330532212897,0.5853366946778711
1,1,True,0.4048119769119767,0.5951880230880231
0,1,False,0.43486075591075596,0.5651392440892443
0,0,True,0.6393905094905096,0.3606094905094905
0,0,True,0.66141746031746,0.3385825396825397
0,1,False,0.4081590354090356,0.5918409645909647
1,1,True,0.4575166666666665,0.5424833333333337
1,0,False,0.5882555555555558,0.41174444444444436
1,1,True,0.425858225108225,0.5741417748917751
0,0,True,0.553897619047619,0.4461023809523811
1,1,True,0.39852619047619026,0.6014738095238095
0,1,False,0.31421904761904756,0.6857809523809524
1,1,True,0.376718253968254,0.6232817460317464
1,1,True,0.38838593073593075,0.6116140692640694
0,1,False,0.32708547008547023,0.6729145299145302
1,1,True,0.4149084637584638,0.5850915362415361
0,1,False,0.32533780663780637,0.6746621933621931
0,0,True,0.5260817460317458,0.47391825396825404
0,0,True,0.5925157287157289,0.4074842712842717
1,0,False,0.6825737373737376,0.3174262626262628
0,0,True,0.5445928571428571,0.4554071428571426
1,0,False,0.6299131313131314,0.37008686868686874
1,0,False,0.588753463203463,0.41124653679653667
0,1,False,0.498263492063492,0.501736507936508
1,1,True,0.4402730158730158,0.5597269841269843
1,1,True,0.229020634920635,0.770979365079365
1,1,True,0.4301419635919635,0.5698580364080366
0,1,False,0.48410829725829735,0.5158917027417026
0,0,True,0.6228904761904765,0.377109523809524
1,0,False,0.6330905483405483,0.36690945165945166
1,1,True,0.48430317460317485,0.515696825396825
1,0,False,0.7634389499389499,0.23656105006105013
0,0,True,0.5892409090909089,0.41075909090909085
